customer_name,customer_phone,product_name,quantity,unit_price,discount,paid_amount,sale_date
Neela Islam,01735021466,Coca Cola 2L Bottle,5,155.0,0.0,775.0,2025-06-29
Neela Islam,01735021466,Radhuni Garam Masala 50g Pack,2,90.0,0.0,180.0,2025-06-29
Nipu Hossain,01744772550,Fresh Brown Bread 400g Loaf,4,55.0,10.0,84.0,2025-06-29
Rozina Sheikh,01759149581,Sprite 250ml Bottle,5,25.0,0.0,125.0,2025-06-29
Rozina Sheikh,01759149581,Radhuni Biryani Masala 100g Pack,2,92.0,0.0,184.0,2025-06-29
Sultana Sarkar,01786658248,Farm Fresh Eggs Brown (Dozen),1,155.0,5.0,101.5,2025-06-29
Sultana Sarkar,01786658248,ACI Bombay Sweets 400g Pack,6,95.0,5.0,392.0,2025-06-29
Karim Begum,01762527815,Radhuni Fish Curry Masala 100g Pack,1,88.0,5.0,33.2,2025-06-29
Nipu Khan,01757863223,Fresh Soyabean Oil 5L Bottle,2,925.0,0.0,1850.0,2025-06-29
Nipu Khan,01757863223,Duck Eggs (Dozen),2,180.0,0.0,360.0,2025-06-29
Tamim Begum,01720483208,ACI Pure Dal Loose,1,155.0,0.0,155.0,2025-06-29
Fatema Islam,01794491439,Mug Dal (Green Gram) Loose,4,155.0,5.0,615.0,2025-06-29
Mannan Ahmed,01717087735,Meizan Soyabean Oil 1L Bottle,2,188.0,20.0,249.2,2025-06-29
Karim Karim,01739230583,Potato Chips 100g Pack,6,42.0,10.0,232.0,2025-06-29
Karim Karim,01739230583,Date Sugar 250g Pack,3,138.0,10.0,394.0,2025-06-29
Tamim Islam,01741393866,Miniket Rice (BRRI-28) Loose,3,78.0,0.0,234.0,2025-06-29
Rashed Hossain,01732484555,Cake Rusk 300g Pack,4,75.0,3.33,290.0,2025-06-29
Rashed Hossain,01732484555,Pran Mango Juice 1L Bottle,4,120.0,3.33,470.0,2025-06-29
Rashed Hossain,01732484555,Black Pepper Whole 50g Pack,3,128.0,3.33,374.0,2025-06-29
Mannan Ahmed,01717087735,Miniket Rice (BRRI-28) Loose,1,78.0,0.0,78.0,2025-06-29
Tasnia Uddin,01721472996,Pran Sugar 1kg Pack,6,88.0,0.0,528.0,2025-06-29
Tasnia Uddin,01721472996,Pran Ghee 500g Jar,4,850.0,0.0,3400.0,2025-06-29
Sabbir Ahmed,01783569459,Pran Masala Powder 200g Pack,1,168.0,0.0,117.6,2025-06-29
Rashed Hossain,01732484555,Green Beans Loose,6,78.0,0.0,468.0,2025-06-29
Tasnia Hossain,01779574454,Mustard Seeds 100g Pack,4,75.0,20.0,280.0,2025-06-29
Tamim Islam,01741393866,Radhuni Turmeric Powder 200g Pack,2,148.0,5.0,114.4,2025-06-29
Tamim Islam,01741393866,Broiler Chicken Frozen,6,310.0,5.0,740.0,2025-06-29
Halim Ali,01756524028,Maggi Noodles 4-Pack,1,95.0,2.5,63.0,2025-06-29
Halim Ali,01756524028,Paijam Rice Loose,1,63.0,2.5,40.6,2025-06-29
Rahim Das,01797849777,RC Cola 250ml Bottle,1,23.0,5.0,12.6,2025-06-29
Rashed Begum,01791208886,Pran Orange Juice 250ml Bottle,1,35.0,0.0,14.0,2025-06-29
Rashed Begum,01791208886,Pran Yogurt 500g Tub,4,95.0,0.0,152.0,2025-06-29
Rashed Begum,01791208886,Nazirshail Rice 5kg Pack,3,460.0,0.0,552.0,2025-06-29
Karim Akter,01791709120,Teer Atta 1kg Pack,1,72.0,10.0,52.0,2025-06-29
Karim Akter,01791709120,Radhuni BBQ Sauce 340g Bottle,2,135.0,10.0,250.0,2025-06-29
Nipu Khan,01757863223,Fresh Vermicelli 200g Pack,2,52.0,0.0,104.0,2025-06-29
Nipu Khan,01757863223,Miniket Rice (BRRI-28) Loose,2,78.0,0.0,156.0,2025-06-29
Shakib Ahmed,01764598478,ACI Bombay Sweets 200g Pack,5,48.0,0.0,240.0,2025-06-29
Shakib Ahmed,01764598478,Kurkure 85g Pack,2,32.0,0.0,64.0,2025-06-29
Jabbar Das,01748196696,Nazirshail Rice Loose,4,92.0,2.5,145.2,2025-06-30
Jabbar Das,01748196696,Fennel Seeds (Mouri) 100g Pack,1,90.0,2.5,34.0,2025-06-30
Rozina Sheikh,01759149581,Kazi Farms Eggs (Dozen),1,148.0,0.0,148.0,2025-06-30
Rozina Sheikh,01759149581,Pran Masoor Dal Loose,1,158.0,0.0,158.0,2025-06-30
Rahima Sheikh,01782518935,Cardamom (Elachi) 20g Pack,5,215.0,0.0,1075.0,2025-06-30
Rahima Sheikh,01782518935,Radhuni Coriander Powder 100g Pack,1,65.0,0.0,65.0,2025-06-30
Rahim Sarkar,01776683789,Rupchanda Soyabean Oil 1L Bottle,5,189.0,3.33,935.0,2025-06-30
Rahim Sarkar,01776683789,Danish Butter Cookies 250g,6,205.0,3.33,1220.0,2025-06-30
Rahim Sarkar,01776683789,ACI Pure Milk 1L Bottle,6,110.0,3.33,650.0,2025-06-30
Mushfiq Hossain,01731008303,Meizan Soyabean Oil 1L Bottle,5,188.0,2.5,374.0,2025-06-30
Mushfiq Hossain,01731008303,Katari Bhog Rice Loose,2,170.0,2.5,134.0,2025-06-30
Nipu Mia,01785685313,Radhuni Mustard Oil 500ml Bottle,1,98.0,5.0,93.0,2025-06-30
Shamima Khan,01775302980,ACI Vermicelli 200g Pack,5,55.0,0.0,275.0,2025-06-30
Shamima Khan,01775302980,Radhuni Mustard Oil 1L Bottle,2,195.0,0.0,390.0,2025-06-30
Shamima Khan,01775302980,Radhuni Fish Curry Masala 100g Pack,3,88.0,0.0,264.0,2025-06-30
Jabbar Uddin,01768383397,Teer Soyabean Oil 2L Bottle,2,378.0,5.0,751.0,2025-06-30
Jabbar Uddin,01768383397,Maggi Masala-ae-Magic 6g Sachet,6,6.0,0.0,36.0,2025-06-30
Jabbar Uddin,01768383397,Radhuni BBQ Sauce 340g Bottle,4,135.0,0.0,540.0,2025-06-30
Tasnia Hossain,01779574454,Clove (Lobongo) 25g Pack,4,118.0,0.0,472.0,2025-06-30
Mannan Ahmed,01717087735,ACI Pure Atta 2kg Pack,5,140.0,0.0,700.0,2025-06-30
Farzana Islam,01790359038,Bottle Gourd (Lau) Loose,4,48.0,0.0,192.0,2025-06-30
Rashed Hossain,01732484555,Cinnamon (Daruchini) 50g Pack,6,98.0,5.0,583.0,2025-06-30
Shakib Ahmed,01764598478,Miniket Rice 5kg Pack,5,390.0,5.0,1940.0,2025-06-30
Shakib Ahmed,01764598478,Shutki (Dried Fish),4,310.0,5.0,1230.0,2025-06-30
Rahim Sarkar,01776683789,Pusti Soyabean Oil 1L Bottle,2,187.0,0.0,261.8,2025-06-30
Rahim Sarkar,01776683789,Tomato Loose,2,85.0,0.0,119.0,2025-06-30
Rafiq Ali,01799688158,Cinnamon (Daruchini) 50g Pack,2,98.0,0.0,196.0,2025-06-30
Nipu Mia,01785685313,Teer Atta 2kg Pack,3,144.0,5.0,427.0,2025-06-30
Shamima Khan,01775302980,Teer Sugar 1kg Pack,6,88.0,20.0,508.0,2025-06-30
Nipu Hossain,01744772550,Pran Fried Onion 200g Pack,4,145.0,3.33,570.0,2025-06-30
Nipu Hossain,01744772550,Fresh Sugar 1kg Pack,5,87.0,3.33,425.0,2025-06-30
Nipu Hossain,01744772550,Radhuni Mustard Oil 500ml Bottle,2,98.0,3.33,186.0,2025-06-30
Rafiq Ali,01799688158,Fresh Soyabean Oil Loose,3,190.0,10.0,392.0,2025-06-30
Nasrin Ahmed,01792087367,Radhuni Biryani Masala 100g Pack,3,92.0,0.0,276.0,2025-06-30
Nasrin Ahmed,01792087367,Date Sugar 250g Pack,2,138.0,0.0,276.0,2025-06-30
Sultana Sarkar,01786658248,Radhuni Cumin Powder 100g Pack,3,95.0,0.0,285.0,2025-06-30
Nipu Mia,01785685313,Bashmati Rice 2kg Pack,2,395.0,5.0,549.5,2025-06-30
Abdul Karim,01739674811,Fresh Milk 500ml Bottle,5,52.0,0.0,182.0,2025-06-30
Abdul Karim,01739674811,Miniket Rice (BRRI-28) Loose,4,78.0,0.0,218.4,2025-06-30
Jamal Hossain,01793596808,Suji Loose,1,105.0,0.0,105.0,2025-06-30
Jamal Hossain,01793596808,Katari Bhog Rice Loose,3,170.0,0.0,510.0,2025-06-30
Jamal Hossain,01793596808,Country Eggs (Dozen),2,170.0,0.0,340.0,2025-06-30
Shamima Hossain,01751962015,Mojo 250ml Bottle,2,25.0,5.0,31.5,2025-06-30
Karim Akter,01791709120,Radhuni Chaat Masala 50g Pack,3,65.0,0.0,195.0,2025-06-30
Asma Das,01777110455,Eggplant (Begun) Loose,6,55.0,0.0,231.0,2025-06-30
Asma Das,01777110455,Red Bull Energy Drink 250ml,4,195.0,0.0,546.0,2025-06-30
Asma Das,01777110455,Pran Ghee 200g Jar,6,340.0,0.0,1428.0,2025-06-30
Sultana Khan,01757890162,Green Chili Loose,5,120.0,20.0,406.0,2025-06-30
Neela Hossain,01792158192,Teer Atta 2kg Pack,6,144.0,10.0,597.8,2025-06-30
Sultana Rahman,01786554926,Rupchanda Soyabean Oil 2L Bottle,4,378.0,0.0,1512.0,2025-06-30
Sultana Rahman,01786554926,Pran Mango Pickles 400g Jar,5,158.0,0.0,790.0,2025-06-30
Rahim Das,01797849777,Fresh Soyabean Oil 5L Bottle,1,925.0,2.5,920.0,2025-06-30
Rahim Das,01797849777,Teer Atta 1kg Pack,1,72.0,2.5,67.0,2025-06-30
Nipu Mia,01785685313,Rupchanda Soyabean Oil 1L Bottle,3,189.0,0.0,567.0,2025-06-30
Nipu Mia,01785685313,Bitter Gourd (Korola) Loose,3,68.0,0.0,204.0,2025-06-30
Neela Das,01772617248,Shrimp (Chingri) Frozen,6,660.0,1.67,3955.0,2025-06-30
Neela Das,01772617248,Suji Loose,1,105.0,1.67,100.0,2025-06-30
Neela Das,01772617248,Katla Fish Frozen,3,360.0,1.67,1075.0,2025-06-30
Jamal Hossain,01793596808,Danish Butter Cookies 250g,6,205.0,10.0,1220.0,2025-06-30
Rafiq Ali,01799688158,Sprite 250ml Bottle,5,25.0,5.0,120.0,2025-06-30
Fatema Hossain,01757271259,Shutki (Dried Fish),2,310.0,2.5,246.0,2025-06-30
Fatema Hossain,01757271259,Molasses (Gur) 500g,5,55.0,2.5,108.0,2025-06-30
Neela Das,01772617248,Radhuni Mustard Oil 1L Bottle,5,195.0,0.0,975.0,2025-06-30
Nipu Uddin,01769683068,Pran Tomato Ketchup 340g Bottle,5,125.0,0.0,437.5,2025-06-30
Fatema Islam,01794491439,Mutton (Goat),3,1100.0,0.0,1320.0,2025-06-30
Fatema Islam,01794491439,Rupchanda Soyabean Oil 1L Bottle,4,189.0,0.0,302.4,2025-06-30
Neela Hossain,01792158192,Paijam Rice Loose,4,63.0,3.33,242.0,2025-06-30
Neela Hossain,01792158192,Rupchanda Soyabean Oil 1L Bottle,5,189.0,3.33,935.0,2025-06-30
Neela Hossain,01792158192,Pran Tamarind Chutney 200g Bottle,6,190.0,3.33,1130.0,2025-06-30
Sultana Chowdhury,01710082263,ACI Bombay Sweets 200g Pack,4,48.0,0.0,192.0,2025-06-30
Sultana Chowdhury,01710082263,Pran Mango Juice 1L Bottle,4,120.0,0.0,480.0,2025-06-30
Rashed Hossain,01732484555,Icing Sugar 200g Pack,4,58.0,20.0,212.0,2025-06-30
Jabbar Das,01748196696,Coriander Seeds 100g Pack,6,65.0,20.0,259.0,2025-06-30
Nipu Mia,01785685313,Teer Dal (Lentils) Loose,2,135.0,0.0,270.0,2025-06-30
Nipu Mia,01785685313,ACI Pure Paneer 200g Pack,5,165.0,0.0,825.0,2025-06-30
Nipu Mia,01785685313,Fresh Bread 400g Loaf,1,48.0,0.0,48.0,2025-06-30
Jabbar Das,01748196696,Teer Soyabean Oil 1L Bottle,2,189.0,0.0,378.0,2025-06-30
Jabbar Das,01748196696,Coriander Seeds 100g Pack,2,65.0,0.0,130.0,2025-06-30
Tasnia Uddin,01721472996,Pran Masala Powder 200g Pack,3,168.0,0.0,352.8,2025-06-30
Tasnia Uddin,01721472996,Fresh Milk 500ml Bottle,1,52.0,0.0,36.4,2025-06-30
Jabbar Chowdhury,01746557544,Pran Milk 1L Pack,1,108.0,0.0,108.0,2025-06-30
Nafisa Siddique,01728624916,Pran Mango Juice 250ml Bottle,2,35.0,0.0,70.0,2025-06-30
Nafisa Siddique,01728624916,Icing Sugar 200g Pack,3,58.0,0.0,174.0,2025-06-30
Nafisa Siddique,01728624916,Radish (Mula) Loose,3,35.0,0.0,105.0,2025-06-30
Jabbar Uddin,01768383397,Pran Tomato Ketchup 340g Bottle,5,125.0,0.0,625.0,2025-06-30
Rahim Sheikh,01798474353,Paijam Rice Loose,1,63.0,0.0,44.1,2025-06-30
Rahim Sheikh,01798474353,RC Cola 250ml Bottle,5,23.0,0.0,80.5,2025-06-30
Rozina Sheikh,01759149581,Cardamom (Elachi) 20g Pack,5,215.0,5.0,1065.0,2025-06-30
Rozina Sheikh,01759149581,ACI Pure Paneer 200g Pack,4,165.0,5.0,650.0,2025-06-30
Neela Islam,01735021466,Nazirshail Rice 5kg Pack,1,460.0,0.0,460.0,2025-06-30
Neela Islam,01735021466,Black Pepper Whole 50g Pack,6,128.0,0.0,768.0,2025-06-30
Sumaiya Akter,01738514760,Nazirshail Rice 5kg Pack,4,460.0,0.0,1840.0,2025-06-30
Jamal Hossain,01793596808,Rupchanda Soyabean Oil 1L Bottle,5,189.0,6.67,925.0,2025-06-30
Jamal Hossain,01793596808,Indomie Noodles 5-Pack,4,102.0,6.67,388.0,2025-06-30
Jamal Hossain,01793596808,Pran Masala Powder 100g Pack,2,85.0,6.67,150.0,2025-06-30
Rahim Das,01797849777,Brown Sugar 500g Pack,5,75.0,5.0,370.0,2025-06-30
Nasrin Begum,01731545867,Pran Chanachur 400g Pack,1,88.0,0.0,88.0,2025-06-30
Fatema Hossain,01757271259,Arla Butter 200g Pack,5,285.0,0.0,1425.0,2025-06-30
Farzana Islam,01790359038,ACI Soy Sauce 250ml Bottle,4,85.0,0.0,136.0,2025-06-30
Rahim Sarkar,01776683789,Katari Bhog Rice Loose,6,170.0,5.0,1010.0,2025-06-30
Rahim Sarkar,01776683789,Radhuni Garam Masala 50g Pack,1,90.0,5.0,80.0,2025-06-30
Sumaiya Akter,01738514760,ACI Vermicelli 200g Pack,2,55.0,10.0,100.0,2025-07-01
Shamima Khan,01775302980,Radhuni Fish Curry Masala 100g Pack,4,88.0,5.0,239.4,2025-07-01
Shamima Khan,01775302980,Fresh Brown Bread 400g Loaf,5,55.0,5.0,185.5,2025-07-01
Rahima Sheikh,01782518935,Pran Milk 1L Pack,5,108.0,0.0,540.0,2025-07-01
Rahima Sheikh,01782518935,Arla Butter 200g Pack,3,285.0,0.0,855.0,2025-07-01
Rahima Sheikh,01782518935,Teer Dal (Lentils) Loose,4,135.0,0.0,540.0,2025-07-01
Shamima Khan,01775302980,Fanta 250ml Bottle,4,25.0,0.0,100.0,2025-07-01
Shamima Khan,01775302980,Teer Dal (Lentils) Loose,2,135.0,0.0,270.0,2025-07-01
Shakib Ahmed,01764598478,Red Bull Energy Drink 250ml,1,195.0,6.67,175.0,2025-07-01
Shakib Ahmed,01764598478,Pran Tomato Ketchup 340g Bottle,4,125.0,6.67,480.0,2025-07-01
Shakib Ahmed,01764598478,Coca Cola 1L Bottle,4,85.0,6.67,320.0,2025-07-01
Shamima Hossain,01751962015,Ispahani Tea 200g Pack,3,122.0,20.0,346.0,2025-07-01
Nafisa Siddique,01728624916,Radhuni Chili Powder 200g Pack,4,158.0,0.0,632.0,2025-07-01
Nafisa Siddique,01728624916,Radhuni Chili Sauce 340g Bottle,2,115.0,0.0,230.0,2025-07-01
Sultana Khan,01757890162,Paijam Rice Loose,1,63.0,10.0,43.0,2025-07-01
Sultana Khan,01757890162,Ginger Loose,3,220.0,10.0,640.0,2025-07-01
Asma Das,01777110455,Local Beef,2,750.0,3.33,1490.0,2025-07-01
Asma Das,01777110455,Ispahani Tea 200g Pack,2,122.0,3.33,234.0,2025-07-01
Asma Das,01777110455,ACI Salt 1kg Pack,3,36.0,3.33,98.0,2025-07-01
Abdul Karim,01739674811,Cardamom (Elachi) 20g Pack,4,215.0,0.0,602.0,2025-07-01
Mannan Karim,01789670176,Pumpkin (Misti Kumra) Loose,6,42.0,0.0,252.0,2025-07-01
Mannan Karim,01789670176,Kazi Farms Eggs (Dozen),2,148.0,0.0,296.0,2025-07-01
Mannan Karim,01789670176,Fanta 250ml Bottle,5,25.0,0.0,125.0,2025-07-01
Nipu Mia,01785685313,ACI Pure Milk 1L Bottle,4,110.0,5.0,430.0,2025-07-01
Nipu Mia,01785685313,Pran Yogurt 80g Cup,6,18.0,5.0,98.0,2025-07-01
Karim Begum,01762527815,ACI Pure Atta 5kg Pack,1,350.0,0.0,245.0,2025-07-01
Karim Begum,01762527815,ACI Bombay Sweets 200g Pack,2,48.0,0.0,67.2,2025-07-01
Neela Islam,01735021466,Radhuni BBQ Sauce 340g Bottle,4,135.0,0.0,540.0,2025-07-01
Rafiq Ali,01799688158,Teer Atta 1kg Pack,1,72.0,1.67,67.0,2025-07-01
Rafiq Ali,01799688158,Besan (Gram Flour) Loose,1,120.0,1.67,115.0,2025-07-01
Rafiq Ali,01799688158,Carrot Loose,3,62.0,1.67,181.0,2025-07-01
Shamima Hossain,01751962015,Paijam Rice Loose,5,63.0,0.0,315.0,2025-07-01
Mannan Mia,01795672874,Chinigura Rice Loose,1,165.0,2.5,160.0,2025-07-01
Mannan Mia,01795672874,Black Pepper Powder 50g Pack,3,120.0,2.5,355.0,2025-07-01
Nipu Khan,01757863223,ACI Pure Paneer 200g Pack,6,165.0,0.0,693.0,2025-07-01
Nipu Khan,01757863223,Arla Butter 200g Pack,5,285.0,0.0,997.5,2025-07-01
Nipu Khan,01757863223,Paijam Rice Loose,5,63.0,0.0,220.5,2025-07-01
Karim Akter,01791709120,Pran Sugar 1kg Pack,5,88.0,0.0,440.0,2025-07-01
Shakib Ahmed,01764598478,Shrimp (Chingri) Frozen,6,660.0,5.0,1582.0,2025-07-01
Fatema Islam,01794491439,Farm Fresh Eggs Brown (Dozen),4,155.0,0.0,434.0,2025-07-01
Abdul Karim,01739674811,Pumpkin (Misti Kumra) Loose,5,42.0,5.0,82.0,2025-07-01
Sultana Rahman,01786554926,Pran Yogurt 500g Tub,2,95.0,2.5,185.0,2025-07-01
Sultana Rahman,01786554926,Fresh Cheese 250g Pack,4,200.0,2.5,795.0,2025-07-01
Karim Begum,01762527815,Ladies Finger (Dherosh) Loose,2,72.0,0.0,144.0,2025-07-01
Karim Begum,01762527815,Pran Noodles 350g Pack,2,42.0,0.0,84.0,2025-07-01
Fatema Islam,01794491439,ACI Vermicelli 500g Pack,3,135.0,10.0,395.0,2025-07-01
Neela Das,01772617248,ACI Pure Honey 250g Bottle,2,285.0,5.0,395.5,2025-07-01
Nipu Uddin,01769683068,Pran Milk Powder 500g Pack,5,475.0,0.0,2375.0,2025-07-01
Nipu Uddin,01769683068,Potato Loose,4,41.0,0.0,164.0,2025-07-01
Nipu Uddin,01769683068,Tiger Biscuit 300g Pack,5,58.0,0.0,290.0,2025-07-01
Mushfiq Hossain,01731008303,Suji Loose,2,105.0,10.0,200.0,2025-07-01
Jabbar Chowdhury,01746557544,Atap Rice (Brown) Loose,3,88.0,5.0,259.0,2025-07-01
Neela Hossain,01792158192,Fresh Vermicelli 200g Pack,1,52.0,0.0,52.0,2025-07-01
Nasrin Ahmed,01792087367,Motor Dal (Peas) Loose,1,118.0,5.0,113.0,2025-07-01
Rahima Sheikh,01782518935,Pran Fried Onion 200g Pack,1,145.0,0.0,101.5,2025-07-01
Rashed Hossain,01732484555,Kazi Farms Eggs (Dozen),4,148.0,10.0,582.0,2025-07-01
Nasrin Ahmed,01792087367,Fresh Brown Bread 400g Loaf,1,55.0,6.67,35.0,2025-07-01
Nasrin Ahmed,01792087367,Pran Tamarind Chutney 200g Bottle,2,190.0,6.67,360.0,2025-07-01
Nasrin Ahmed,01792087367,Meizan Soyabean Oil 1L Bottle,1,188.0,6.67,168.0,2025-07-01
Abdul Karim,01739674811,Spinach (Pui Shak) Loose,4,38.0,20.0,132.0,2025-07-01
Rahim Sarkar,01776683789,Fresh Atta 5kg Pack,3,340.0,10.0,1000.0,2025-07-01
Rahim Sarkar,01776683789,Fresh Atta 1kg Pack,6,70.0,10.0,400.0,2025-07-01
Rashed Begum,01791208886,Burger Buns 6pcs Pack,4,62.0,0.0,248.0,2025-07-01
Rashed Begum,01791208886,Nazirshail Rice Loose,1,92.0,0.0,92.0,2025-07-01
Jamal Hossain,01793596808,Potato Chips 100g Pack,6,42.0,5.0,247.0,2025-07-01
Jabbar Das,01748196696,ACI Salt 1kg Pack,1,36.0,5.0,31.0,2025-07-01
Mushfiq Hossain,01731008303,Radhuni Coriander Powder 100g Pack,5,65.0,2.5,224.0,2025-07-01
Mushfiq Hossain,01731008303,Fresh Toast Biscuit 300g Pack,2,65.0,2.5,87.5,2025-07-01
Farzana Islam,01790359038,Cucumber Loose,2,48.0,10.0,86.0,2025-07-01
Asma Das,01777110455,Pran Mango Juice 250ml Bottle,4,35.0,2.5,94.5,2025-07-01
Asma Das,01777110455,Teer Soyabean Oil 2L Bottle,1,378.0,2.5,261.1,2025-07-01
Neela Hossain,01792158192,Fresh Drinking Water 1L,4,20.0,2.5,52.5,2025-07-01
Neela Hossain,01792158192,Pran Orange Juice 250ml Bottle,4,35.0,2.5,94.5,2025-07-01
Karim Karim,01739230583,ACI Pure Atta 5kg Pack,6,350.0,0.0,2100.0,2025-07-01
Mannan Karim,01789670176,CP Eggs (Dozen),2,145.0,0.0,290.0,2025-07-01
Mannan Karim,01789670176,BD Salt 1kg Pack,1,35.0,0.0,35.0,2025-07-01
Neela Das,01772617248,BD Salt 1kg Pack,5,35.0,0.0,175.0,2025-07-01
Rashed Das,01729318518,Cumin Seeds (Jeera) 100g Pack,6,102.0,1.67,607.0,2025-07-01
Rashed Das,01729318518,Paijam Rice Loose,1,63.0,1.67,58.0,2025-07-01
Rashed Das,01729318518,Desi Chicken (Country),2,520.0,1.67,1035.0,2025-07-01
Sultana Rahman,01786554926,Teer Soyabean Oil 1L Bottle,1,189.0,3.33,179.0,2025-07-01
Sultana Rahman,01786554926,ACI Pure Dal Loose,3,155.0,3.33,455.0,2025-07-01
Sultana Rahman,01786554926,Chinigura Rice Loose,4,165.0,3.33,650.0,2025-07-01
Mannan Ahmed,01717087735,Fenugreek (Methi) 50g Pack,1,48.0,0.0,48.0,2025-07-01
Nipu Khan,01757863223,Ilish (Hilsa) Dried,1,1950.0,10.0,776.0,2025-07-01
Rafiq Ali,01799688158,Pran Milk Powder 500g Pack,2,475.0,20.0,651.0,2025-07-01
Tasnia Uddin,01721472996,Mojo 250ml Bottle,6,25.0,3.33,140.0,2025-07-01
Tasnia Uddin,01721472996,Tapal Tea 190g Pack,4,118.0,3.33,462.0,2025-07-01
Tasnia Uddin,01721472996,Coca Cola 1L Bottle,1,85.0,3.33,75.0,2025-07-01
Karim Begum,01762527815,Indomie Noodles 5-Pack,5,102.0,20.0,490.0,2025-07-01
Neela Islam,01735021466,Sprite 1L Bottle,2,85.0,3.33,160.0,2025-07-01
Neela Islam,01735021466,Coriander Leaves Loose,4,45.0,3.33,170.0,2025-07-01
Neela Islam,01735021466,Kazi Farms Eggs (Dozen),3,148.0,3.33,434.0,2025-07-01
Halim Ali,01756524028,Fenugreek (Methi) 50g Pack,1,48.0,0.0,48.0,2025-07-01
Halim Ali,01756524028,Fresh Milk 500ml Bottle,1,52.0,0.0,52.0,2025-07-01
Amina Sheikh,01742836459,Fresh Atta 5kg Pack,5,340.0,5.0,1186.5,2025-07-01
Amina Sheikh,01742836459,Farm Fresh Eggs White (Dozen),1,141.0,0.0,56.4,2025-07-02
Nasrin Begum,01731545867,Radhuni Mustard Oil 1L Bottle,6,195.0,5.0,1160.0,2025-07-02
Nasrin Begum,01731545867,Fresh Atta 5kg Pack,2,340.0,5.0,670.0,2025-07-02
Nasrin Begum,01731545867,Tiger Energy Drink 250ml,4,75.0,0.0,210.0,2025-07-02
Shamima Hossain,01751962015,ACI Salt 1kg Pack,5,36.0,0.0,180.0,2025-07-02
Shamima Hossain,01751962015,Dano Milk Powder 350g Pack,6,348.0,0.0,2088.0,2025-07-02
Rashed Uddin,01741514213,Pran Masala Powder 100g Pack,4,85.0,5.0,330.0,2025-07-02
Rashed Uddin,01741514213,Fresh Ghee 1kg Jar,3,1700.0,5.0,5090.0,2025-07-02
Shamima Khan,01775302980,Miniket Rice (BRRI-28) Loose,6,78.0,0.0,468.0,2025-07-02
Shamima Khan,01775302980,Miniket Rice 5kg Pack,4,390.0,0.0,1560.0,2025-07-02
Rahim Sheikh,01798474353,Green Tea 25 Bags Pack,1,125.0,10.0,115.0,2025-07-02
Sumaiya Hossain,01794969013,Shutki (Dried Fish),5,310.0,5.0,1540.0,2025-07-02
Sumaiya Hossain,01794969013,Chinigura Rice 1kg Pack,3,165.0,5.0,485.0,2025-07-02
Mannan Karim,01789670176,Radhuni Mustard Oil 5L Bottle,1,975.0,0.0,975.0,2025-07-02
Asma Das,01777110455,Coriander Leaves Loose,4,45.0,0.0,180.0,2025-07-02
Jannat Sarkar,01784870614,Meghna Sugar 1kg Pack,5,89.0,0.0,445.0,2025-07-02
Neela Das,01772617248,Pran Tomato Ketchup 340g Bottle,6,125.0,0.0,300.0,2025-07-02
Karim Karim,01739230583,Ilish (Hilsa) Dried,5,1950.0,0.0,6825.0,2025-07-02
Karim Karim,01739230583,Pran Mango Juice 1L Bottle,2,120.0,0.0,168.0,2025-07-02
Rashed Uddin,01741514213,Radhuni Chili Powder 200g Pack,1,158.0,0.0,158.0,2025-07-02
Rashed Hossain,01732484555,Ladies Finger (Dherosh) Loose,1,72.0,0.0,72.0,2025-07-02
Rashed Hossain,01732484555,Sundarbans Honey 500g Bottle,1,580.0,0.0,580.0,2025-07-02
Tasnia Hossain,01779574454,Hilsa Fish Frozen,6,1250.0,10.0,7490.0,2025-07-02
Shakib Ahmed,01764598478,Burger Buns 6pcs Pack,1,62.0,0.0,62.0,2025-07-02
Shakib Ahmed,01764598478,Besan (Gram Flour) Loose,5,120.0,0.0,600.0,2025-07-02
Shakib Ahmed,01764598478,Radish (Mula) Loose,2,35.0,0.0,70.0,2025-07-02
Neela Islam,01735021466,Cocola Noodles 8-Pack,1,82.0,0.0,82.0,2025-07-02
Jabbar Uddin,01768383397,Fresh Ghee 1kg Jar,6,1700.0,0.0,10200.0,2025-07-02
Nasrin Begum,01731545867,Bitter Gourd (Korola) Loose,4,68.0,0.0,272.0,2025-07-02
Nasrin Begum,01731545867,Pran Ghee 200g Jar,2,340.0,0.0,680.0,2025-07-02
Tamim Begum,01720483208,Fresh Vermicelli 200g Pack,6,52.0,0.0,218.4,2025-07-02
Abdul Karim,01739674811,Radhuni Mustard Oil 5L Bottle,5,975.0,20.0,4855.0,2025-07-02
Karim Begum,01762527815,Fresh Vermicelli 200g Pack,6,52.0,3.33,302.0,2025-07-02
Karim Begum,01762527815,Radhuni Cumin Powder 100g Pack,6,95.0,3.33,560.0,2025-07-02
Karim Begum,01762527815,Radhuni Chaat Masala 50g Pack,2,65.0,3.33,120.0,2025-07-02
Fatema Islam,01794491439,Rui Fish Frozen,3,385.0,0.0,1155.0,2025-07-02
Fatema Islam,01794491439,Pran Yogurt 80g Cup,6,18.0,0.0,108.0,2025-07-02
Karim Karim,01739230583,Pran Tomato Ketchup 340g Bottle,1,125.0,20.0,42.0,2025-07-02
Rozina Sheikh,01759149581,Black Pepper Powder 50g Pack,4,120.0,0.0,480.0,2025-07-02
